Commodities,City,Date,Price
Daging Ayam,kab-sintang,2024-03-19,42000
Daging Ayam,kab-sintang,2024-04-19,46000
Daging Ayam,kab-sintang,2024-06-19,43750
Daging Ayam,kab-sintang,2024-07-19,43000
Daging Ayam,kab-sintang,2024-08-19,39000
Daging Ayam,kab-sintang,2024-09-19,43250
Daging Ayam,kab-sintang,2024-11-19,42750
Daging Ayam,kab-sintang,2024-12-19,44000
Daging Ayam,kab-sintang,2024-02-20,42500
Daging Ayam,kab-sintang,2024-03-20,42000
Daging Ayam,kab-sintang,2024-05-20,50750
Daging Ayam,kab-sintang,2024-06-20,43750
Daging Ayam,kab-sintang,2024-08-20,39000
Daging Ayam,kab-sintang,2024-09-20,43250
Daging Ayam,kab-sintang,2024-11-20,42750
Daging Ayam,kab-sintang,2024-12-20,44000
Daging Ayam,kab-sintang,2024-02-21,42500
Daging Ayam,kab-sintang,2024-03-21,42000
Daging Ayam,kab-sintang,2024-05-21,50750
Daging Ayam,kab-sintang,2024-06-21,42500
Daging Ayam,kab-sintang,2024-08-21,40000
Daging Ayam,kab-sintang,2024-10-21,43500
Daging Ayam,kab-sintang,2024-11-21,42750
Daging Ayam,kab-sintang,2024-01-22,45250
Daging Ayam,kab-sintang,2024-02-22,42500
Daging Ayam,kab-sintang,2024-03-22,42000
Daging Ayam,kab-sintang,2024-04-22,46500
Daging Ayam,kab-sintang,2024-05-22,50750
Daging Ayam,kab-sintang,2024-07-22,50750
Daging Ayam,kab-sintang,2024-08-22,40000
Daging Ayam,kab-sintang,2024-10-22,40000
Daging Ayam,kab-sintang,2024-11-22,42750
Daging Ayam,kab-sintang,2024-01-23,45250
Daging Ayam,kab-sintang,2024-02-23,42500
Daging Ayam,kab-sintang,2024-04-23,47000
Daging Ayam,kab-sintang,2024-05-23,50750
Daging Ayam,kab-sintang,2024-07-23,42500
Daging Ayam,kab-sintang,2024-08-23,40000
Daging Ayam,kab-sintang,2024-09-23,40000
Daging Ayam,kab-sintang,2024-10-23,43750
Daging Ayam,kab-sintang,2024-12-23,44000
Daging Ayam,kab-sintang,2024-01-24,44500
Daging Ayam,kab-sintang,2024-04-24,47000
Daging Ayam,kab-sintang,2024-05-24,50750
Daging Ayam,kab-sintang,2024-06-24,50750
Daging Ayam,kab-sintang,2024-07-24,42500
Daging Ayam,kab-sintang,2024-09-24,43500
Daging Ayam,kab-sintang,2024-10-24,43750
Daging Ayam,kab-sintang,2024-12-24,44000
Daging Ayam,kab-sintang,2024-01-25,44500
Daging Ayam,kab-sintang,2024-03-25,44250
Daging Ayam,kab-sintang,2024-04-25,47000
Daging Ayam,kab-sintang,2024-06-25,46500
Daging Ayam,kab-sintang,2024-07-25,45000
Daging Ayam,kab-sintang,2024-09-25,43500
Daging Ayam,kab-sintang,2024-10-25,43750
Daging Ayam,kab-sintang,2024-11-25,42750
Daging Ayam,kab-sintang,2024-12-25,42750
Daging Ayam,kab-sintang,2024-01-26,43250
Daging Ayam,kab-sintang,2024-02-26,41750
Daging Ayam,kab-sintang,2024-03-26,44250
Daging Ayam,kab-sintang,2024-04-26,47000
Daging Ayam,kab-sintang,2024-06-26,46500
Daging Ayam,kab-sintang,2024-07-26,42500
Daging Ayam,kab-sintang,2024-08-26,39250
Daging Ayam,kab-sintang,2024-09-26,43750
Daging Ayam,kab-sintang,2024-11-26,42750
Daging Ayam,kab-sintang,2024-12-26,44000
Daging Ayam,kab-sintang,2024-02-27,41750
Daging Ayam,kab-sintang,2024-03-27,44250
Daging Ayam,kab-sintang,2024-05-27,49000
Daging Ayam,kab-sintang,2024-06-27,46500
Daging Ayam,kab-sintang,2024-08-27,39250
Daging Ayam,kab-sintang,2024-09-27,43500
Daging Ayam,kab-sintang,2024-11-27,42750
Daging Ayam,kab-sintang,2024-12-27,44500
Daging Ayam,kab-sintang,2024-02-28,43000
Daging Ayam,kab-sintang,2024-03-28,44250
Daging Ayam,kab-sintang,2024-05-28,48500
Daging Ayam,kab-sintang,2024-06-28,46500
Daging Ayam,kab-sintang,2024-08-28,39500
Daging Ayam,kab-sintang,2024-10-28,43750
Daging Ayam,kab-sintang,2024-11-28,42750
Daging Ayam,kab-sintang,2024-01-29,41000
Daging Ayam,kab-sintang,2024-02-29,41250
Daging Ayam,kab-sintang,2024-03-29,44250
Daging Ayam,kab-sintang,2024-04-29,45500
Daging Ayam,kab-sintang,2024-05-29,48500
Daging Ayam,kab-sintang,2024-07-29,41250
Daging Ayam,kab-sintang,2024-08-29,39500
Daging Ayam,kab-sintang,2024-10-29,43750
Daging Ayam,kab-sintang,2024-11-29,42750
Daging Ayam,kab-sintang,2024-01-30,41000
Daging Ayam,kab-sintang,2024-04-30,45500
Daging Ayam,kab-sintang,2024-05-30,48500
Daging Ayam,kab-sintang,2024-07-30,41250
Daging Ayam,kab-sintang,2024-08-30,39500
Daging Ayam,kab-sintang,2024-09-30,43500
Daging Ayam,kab-sintang,2024-10-30,43750
Daging Ayam,kab-sintang,2024-12-30,44500
Daging Ayam,kab-sintang,2024-01-31,41000
Daging Ayam,kab-sintang,2024-05-31,48000
Daging Ayam,kab-sintang,2024-07-31,41250
Daging Ayam,kab-sintang,2024-10-31,43750
Daging Ayam,kab-sintang,2024-12-31,44500
Telur Ayam,kab-sintang,2024-01-01,32000
Telur Ayam,kab-sintang,2024-02-01,32000
Telur Ayam,kab-sintang,2024-03-01,32400
Telur Ayam,kab-sintang,2024-04-01,34800
Telur Ayam,kab-sintang,2024-05-01,34900
Telur Ayam,kab-sintang,2024-07-01,29600
Telur Ayam,kab-sintang,2024-08-01,32000
Telur Ayam,kab-sintang,2024-10-01,29600
Telur Ayam,kab-sintang,2024-11-01,28800
Telur Ayam,kab-sintang,2024-01-02,32000
Telur Ayam,kab-sintang,2024-02-02,32000
Telur Ayam,kab-sintang,2024-04-02,37600
Telur Ayam,kab-sintang,2024-05-02,34900
Telur Ayam,kab-sintang,2024-07-02,29600
Telur Ayam,kab-sintang,2024-08-02,32000
Telur Ayam,kab-sintang,2024-09-02,32000
Telur Ayam,kab-sintang,2024-10-02,28800
Telur Ayam,kab-sintang,2024-12-02,28800
Telur Ayam,kab-sintang,2024-01-03,32000
Telur Ayam,kab-sintang,2024-04-03,37600
Telur Ayam,kab-sintang,2024-05-03,34900
Telur Ayam,kab-sintang,2024-06-03,32000
Telur Ayam,kab-sintang,2024-07-03,32000
Telur Ayam,kab-sintang,2024-09-03,32000
Telur Ayam,kab-sintang,2024-10-03,29600
Telur Ayam,kab-sintang,2024-12-03,28800
Telur Ayam,kab-sintang,2024-01-04,32000
Telur Ayam,kab-sintang,2024-03-04,32400
Telur Ayam,kab-sintang,2024-04-04,37600
Telur Ayam,kab-sintang,2024-06-04,32000
Telur Ayam,kab-sintang,2024-07-04,32000
Telur Ayam,kab-sintang,2024-09-04,32000
Telur Ayam,kab-sintang,2024-10-04,29600
Telur Ayam,kab-sintang,2024-11-04,28800
Telur Ayam,kab-sintang,2024-12-04,32000
Telur Ayam,kab-sintang,2024-01-05,32000
Telur Ayam,kab-sintang,2024-02-05,32000
Telur Ayam,kab-sintang,2024-03-05,32400
Telur Ayam,kab-sintang,2024-04-05,37600
Telur Ayam,kab-sintang,2024-06-05,32000
Telur Ayam,kab-sintang,2024-07-05,32000
Telur Ayam,kab-sintang,2024-08-05,32000
Telur Ayam,kab-sintang,2024-09-05,32000
Telur Ayam,kab-sintang,2024-11-05,28800
Telur Ayam,kab-sintang,2024-12-05,32000
Telur Ayam,kab-sintang,2024-02-06,32000
Telur Ayam,kab-sintang,2024-03-06,32400
Telur Ayam,kab-sintang,2024-05-06,34900
Telur Ayam,kab-sintang,2024-06-06,32350
Telur Ayam,kab-sintang,2024-08-06,32000
Telur Ayam,kab-sintang,2024-09-06,32000
Telur Ayam,kab-sintang,2024-11-06,28800
Telur Ayam,kab-sintang,2024-12-06,32000
Telur Ayam,kab-sintang,2024-02-07,32400
Telur Ayam,kab-sintang,2024-03-07,32400
Telur Ayam,kab-sintang,2024-05-07,35400
Telur Ayam,kab-sintang,2024-06-07,32700
Telur Ayam,kab-sintang,2024-08-07,32000
Telur Ayam,kab-sintang,2024-10-07,28800
Telur Ayam,kab-sintang,2024-11-07,28800
Telur Ayam,kab-sintang,2024-01-08,32000
Telur Ayam,kab-sintang,2024-02-08,32400
Telur Ayam,kab-sintang,2024-03-08,32400
Telur Ayam,kab-sintang,2024-04-08,37600
Telur Ayam,kab-sintang,2024-05-08,34900
Telur Ayam,kab-sintang,2024-07-08,32000
Telur Ayam,kab-sintang,2024-08-08,33300
Telur Ayam,kab-sintang,2024-10-08,29600
Telur Ayam,kab-sintang,2024-11-08,28800
Telur Ayam,kab-sintang,2024-01-09,32000
Telur Ayam,kab-sintang,2024-02-09,32400
Telur Ayam,kab-sintang,2024-04-09,37600
Telur Ayam,kab-sintang,2024-05-09,34900
Telur Ayam,kab-sintang,2024-07-09,34900
Telur Ayam,kab-sintang,2024-08-09,32800
Telur Ayam,kab-sintang,2024-09-09,31850
Telur Ayam,kab-sintang,2024-10-09,32000
Telur Ayam,kab-sintang,2024-12-09,32000
Telur Ayam,kab-sintang,2024-01-10,32000
Telur Ayam,kab-sintang,2024-04-10,37600
Telur Ayam,kab-sintang,2024-05-10,34900
Telur Ayam,kab-sintang,2024-06-10,32000
Telur Ayam,kab-sintang,2024-07-10,32000
Telur Ayam,kab-sintang,2024-09-10,32000
Telur Ayam,kab-sintang,2024-10-10,32000
Telur Ayam,kab-sintang,2024-12-10,32000
Telur Ayam,kab-sintang,2024-01-11,32000
Telur Ayam,kab-sintang,2024-03-11,32400
Telur Ayam,kab-sintang,2024-04-11,37600
Telur Ayam,kab-sintang,2024-06-11,32000
Telur Ayam,kab-sintang,2024-07-11,32000
Telur Ayam,kab-sintang,2024-09-11,32000
Telur Ayam,kab-sintang,2024-10-11,32000
Telur Ayam,kab-sintang,2024-11-11,28800
Telur Ayam,kab-sintang,2024-12-11,32000
Telur Ayam,kab-sintang,2024-01-12,32000
Telur Ayam,kab-sintang,2024-02-12,32400
Telur Ayam,kab-sintang,2024-03-12,32400
Telur Ayam,kab-sintang,2024-04-12,37600
Telur Ayam,kab-sintang,2024-06-12,32000
Telur Ayam,kab-sintang,2024-07-12,32000
Telur Ayam,kab-sintang,2024-08-12,32400
Telur Ayam,kab-sintang,2024-09-12,32400
Telur Ayam,kab-sintang,2024-11-12,28800
Telur Ayam,kab-sintang,2024-12-12,32000
Telur Ayam,kab-sintang,2024-02-13,32400
Telur Ayam,kab-sintang,2024-03-13,32400
Telur Ayam,kab-sintang,2024-05-13,34900
Telur Ayam,kab-sintang,2024-06-13,34900
Telur Ayam,kab-sintang,2024-08-13,32400
Telur Ayam,kab-sintang,2024-09-13,32400
Telur Ayam,kab-sintang,2024-11-13,28800
Telur Ayam,kab-sintang,2024-12-13,32000
Telur Ayam,kab-sintang,2024-02-14,32400
Telur Ayam,kab-sintang,2024-03-14,32000
Telur Ayam,kab-sintang,2024-05-14,34900
Telur Ayam,kab-sintang,2024-06-14,32000
Telur Ayam,kab-sintang,2024-08-14,32400
Telur Ayam,kab-sintang,2024-10-14,32000
Telur Ayam,kab-sintang,2024-11-14,28800
Telur Ayam,kab-sintang,2024-01-15,32000
Telur Ayam,kab-sintang,2024-02-15,32400
Telur Ayam,kab-sintang,2024-03-15,32000
Telur Ayam,kab-sintang,2024-04-15,37600
Telur Ayam,kab-sintang,2024-05-15,34900
Telur Ayam,kab-sintang,2024-07-15,32000
Telur Ayam,kab-sintang,2024-08-15,32000
Telur Ayam,kab-sintang,2024-10-15,32800
Telur Ayam,kab-sintang,2024-11-15,28800
Telur Ayam,kab-sintang,2024-01-16,32000
Telur Ayam,kab-sintang,2024-02-16,32400
Telur Ayam,kab-sintang,2024-04-16,36650
Telur Ayam,kab-sintang,2024-05-16,34900
Telur Ayam,kab-sintang,2024-07-16,32000
Telur Ayam,kab-sintang,2024-08-16,32400
Telur Ayam,kab-sintang,2024-09-16,32400
Telur Ayam,kab-sintang,2024-10-16,32800
Telur Ayam,kab-sintang,2024-12-16,32800
Telur Ayam,kab-sintang,2024-01-17,32000
Telur Ayam,kab-sintang,2024-04-17,36650
Telur Ayam,kab-sintang,2024-05-17,34800
Telur Ayam,kab-sintang,2024-06-17,32000
Telur Ayam,kab-sintang,2024-07-17,32000
Telur Ayam,kab-sintang,2024-09-17,32400
Telur Ayam,kab-sintang,2024-10-17,32800
Telur Ayam,kab-sintang,2024-12-17,32800
Telur Ayam,kab-sintang,2024-01-18,32000
Telur Ayam,kab-sintang,2024-03-18,33600
Telur Ayam,kab-sintang,2024-04-18,36650
Telur Ayam,kab-sintang,2024-06-18,32000
Telur Ayam,kab-sintang,2024-07-18,32000
Telur Ayam,kab-sintang,2024-09-18,32400
Telur Ayam,kab-sintang,2024-10-18,32800
Telur Ayam,kab-sintang,2024-11-18,28800
Telur Ayam,kab-sintang,2024-12-18,33200
Telur Ayam,kab-sintang,2024-01-19,32000
Telur Ayam,kab-sintang,2024-02-19,32000
Telur Ayam,kab-sintang,2024-03-19,34400
Telur Ayam,kab-sintang,2024-04-19,35900
Telur Ayam,kab-sintang,2024-06-19,32000
Telur Ayam,kab-sintang,2024-07-19,32000
Telur Ayam,kab-sintang,2024-08-19,32400
Telur Ayam,kab-sintang,2024-09-19,32400
Telur Ayam,kab-sintang,2024-11-19,28800
Telur Ayam,kab-sintang,2024-12-19,33600
Telur Ayam,kab-sintang,2024-02-20,32000
Telur Ayam,kab-sintang,2024-03-20,34400
Telur Ayam,kab-sintang,2024-05-20,34900
Telur Ayam,kab-sintang,2024-06-20,32000
Telur Ayam,kab-sintang,2024-08-20,32400
Telur Ayam,kab-sintang,2024-09-20,32400
Telur Ayam,kab-sintang,2024-11-20,28800
Telur Ayam,kab-sintang,2024-12-20,34000
Telur Ayam,kab-sintang,2024-02-21,32000
Telur Ayam,kab-sintang,2024-03-21,34400
Telur Ayam,kab-sintang,2024-05-21,36000
Telur Ayam,kab-sintang,2024-06-21,32000
Telur Ayam,kab-sintang,2024-08-21,32400
Telur Ayam,kab-sintang,2024-10-21,32800
Telur Ayam,kab-sintang,2024-11-21,28800
Telur Ayam,kab-sintang,2024-01-22,32000
Telur Ayam,kab-sintang,2024-02-22,32000
Telur Ayam,kab-sintang,2024-03-22,34400
Telur Ayam,kab-sintang,2024-04-22,35900
Telur Ayam,kab-sintang,2024-05-22,36000
Telur Ayam,kab-sintang,2024-07-22,36000
Telur Ayam,kab-sintang,2024-08-22,32400
Telur Ayam,kab-sintang,2024-10-22,32400
Telur Ayam,kab-sintang,2024-11-22,28800
Telur Ayam,kab-sintang,2024-01-23,32000
Telur Ayam,kab-sintang,2024-02-23,32000
Telur Ayam,kab-sintang,2024-04-23,35500
Telur Ayam,kab-sintang,2024-05-23,36000
Telur Ayam,kab-sintang,2024-07-23,32000
Telur Ayam,kab-sintang,2024-08-23,32400
Telur Ayam,kab-sintang,2024-09-23,32400
Telur Ayam,kab-sintang,2024-10-23,32800
Telur Ayam,kab-sintang,2024-12-23,34000
Telur Ayam,kab-sintang,2024-01-24,32000
Telur Ayam,kab-sintang,2024-04-24,35200
Telur Ayam,kab-sintang,2024-05-24,36000
Telur Ayam,kab-sintang,2024-06-24,36000
Telur Ayam,kab-sintang,2024-07-24,32000
Telur Ayam,kab-sintang,2024-09-24,30400
Telur Ayam,kab-sintang,2024-10-24,32800
Telur Ayam,kab-sintang,2024-12-24,34000
Telur Ayam,kab-sintang,2024-01-25,32000
Telur Ayam,kab-sintang,2024-03-25,34400
Telur Ayam,kab-sintang,2024-04-25,34900
Telur Ayam,kab-sintang,2024-06-25,29600
Telur Ayam,kab-sintang,2024-07-25,32000
Telur Ayam,kab-sintang,2024-09-25,30400
Telur Ayam,kab-sintang,2024-10-25,32800
Telur Ayam,kab-sintang,2024-11-25,28800
Telur Ayam,kab-sintang,2024-12-25,28800
Telur Ayam,kab-sintang,2024-01-26,32000
Telur Ayam,kab-sintang,2024-02-26,32000
Telur Ayam,kab-sintang,2024-03-26,34400
Telur Ayam,kab-sintang,2024-04-26,35300
Telur Ayam,kab-sintang,2024-06-26,29600
Telur Ayam,kab-sintang,2024-07-26,32000
Telur Ayam,kab-sintang,2024-08-26,33200
Telur Ayam,kab-sintang,2024-09-26,30400
Telur Ayam,kab-sintang,2024-11-26,28800
Telur Ayam,kab-sintang,2024-12-26,34000
Telur Ayam,kab-sintang,2024-02-27,32000
Telur Ayam,kab-sintang,2024-03-27,34400
Telur Ayam,kab-sintang,2024-05-27,36000
Telur Ayam,kab-sintang,2024-06-27,29600
Telur Ayam,kab-sintang,2024-08-27,33200
Telur Ayam,kab-sintang,2024-09-27,30400
Telur Ayam,kab-sintang,2024-11-27,28800
Telur Ayam,kab-sintang,2024-12-27,34000
Telur Ayam,kab-sintang,2024-02-28,32000
Telur Ayam,kab-sintang,2024-03-28,34800
Telur Ayam,kab-sintang,2024-05-28,33600
Telur Ayam,kab-sintang,2024-06-28,29600
Telur Ayam,kab-sintang,2024-08-28,32400
Telur Ayam,kab-sintang,2024-10-28,32800
Telur Ayam,kab-sintang,2024-11-28,28800
Telur Ayam,kab-sintang,2024-01-29,32000
Telur Ayam,kab-sintang,2024-02-29,32000
Telur Ayam,kab-sintang,2024-03-29,34800
Telur Ayam,kab-sintang,2024-04-29,34900
Telur Ayam,kab-sintang,2024-05-29,32800
Telur Ayam,kab-sintang,2024-07-29,32000
Telur Ayam,kab-sintang,2024-08-29,32000
Telur Ayam,kab-sintang,2024-10-29,28800
Telur Ayam,kab-sintang,2024-11-29,28800
Telur Ayam,kab-sintang,2024-01-30,32000
Telur Ayam,kab-sintang,2024-04-30,34900
Telur Ayam,kab-sintang,2024-05-30,32800
Telur Ayam,kab-sintang,2024-07-30,32000
Telur Ayam,kab-sintang,2024-08-30,32000
Telur Ayam,kab-sintang,2024-09-30,29600
Telur Ayam,kab-sintang,2024-10-30,28800
Telur Ayam,kab-sintang,2024-12-30,34800
Telur Ayam,kab-sintang,2024-01-31,32000
Telur Ayam,kab-sintang,2024-05-31,32000
Telur Ayam,kab-sintang,2024-07-31,32000
Telur Ayam,kab-sintang,2024-10-31,28800
Telur Ayam,kab-sintang,2024-12-31,34800
Bawang Merah,kota-pontianak,2020-01-01,47500
Bawang Merah,kota-pontianak,2020-04-01,47500
Bawang Merah,kota-pontianak,2020-05-01,47500
Bawang Merah,kota-pontianak,2020-06-01,47500
Bawang Merah,kota-pontianak,2020-07-01,47500
Bawang Merah,kota-pontianak,2020-09-01,31750
Bawang Merah,kota-pontianak,2020-10-01,31500
Bawang Merah,kota-pontianak,2020-12-01,46250
Bawang Merah,kota-pontianak,2020-01-02,39500
Bawang Merah,kota-pontianak,2020-03-02,35650
Bawang Merah,kota-pontianak,2020-04-02,45650
Bawang Merah,kota-pontianak,2020-06-02,60150
Bawang Merah,kota-pontianak,2020-07-02,47500
Bawang Merah,kota-pontianak,2020-09-02,31750
Bawang Merah,kota-pontianak,2020-10-02,31500
Bawang Merah,kota-pontianak,2020-11-02,37000
Bawang Merah,kota-pontianak,2020-12-02,46250
Bawang Merah,kota-pontianak,2020-01-03,39500
Bawang Merah,kota-pontianak,2020-02-03,38000
Bawang Merah,kota-pontianak,2020-03-03,35650
Bawang Merah,kota-pontianak,2020-04-03,45400
Bawang Merah,kota-pontianak,2020-06-03,58900
Bawang Merah,kota-pontianak,2020-07-03,46250
Bawang Merah,kota-pontianak,2020-08-03,33750
Bawang Merah,kota-pontianak,2020-09-03,31750
Bawang Merah,kota-pontianak,2020-11-03,38500
Bawang Merah,kota-pontianak,2020-12-03,46250
Bawang Merah,kota-pontianak,2020-02-04,38000
Bawang Merah,kota-pontianak,2020-03-04,35400
Bawang Merah,kota-pontianak,2020-05-04,51150
Bawang Merah,kota-pontianak,2020-06-04,57400
Bawang Merah,kota-pontianak,2020-08-04,33250
Bawang Merah,kota-pontianak,2020-09-04,31750
Bawang Merah,kota-pontianak,2020-11-04,38500
Bawang Merah,kota-pontianak,2020-12-04,46000
Bawang Merah,kota-pontianak,2020-02-05,38000
Bawang Merah,kota-pontianak,2020-03-05,35400
Bawang Merah,kota-pontianak,2020-05-05,52000
Bawang Merah,kota-pontianak,2020-06-05,56250
Bawang Merah,kota-pontianak,2020-08-05,32250
Bawang Merah,kota-pontianak,2020-10-05,31900
Bawang Merah,kota-pontianak,2020-11-05,39400
Bawang Merah,kota-pontianak,2020-01-06,39500
Bawang Merah,kota-pontianak,2020-02-06,38000
Bawang Merah,kota-pontianak,2020-03-06,35400
Bawang Merah,kota-pontianak,2020-04-06,48400
Bawang Merah,kota-pontianak,2020-05-06,52000
Bawang Merah,kota-pontianak,2020-07-06,44500
Bawang Merah,kota-pontianak,2020-08-06,32000
Bawang Merah,kota-pontianak,2020-10-06,31900
Bawang Merah,kota-pontianak,2020-11-06,39400
Bawang Merah,kota-pontianak,2020-01-07,39500
Bawang Merah,kota-pontianak,2020-02-07,37400
Bawang Merah,kota-pontianak,2020-04-07,48400
Bawang Merah,kota-pontianak,2020-05-07,48400
Bawang Merah,kota-pontianak,2020-07-07,44500
Bawang Merah,kota-pontianak,2020-08-07,32000
Bawang Merah,kota-pontianak,2020-09-07,32000
Bawang Merah,kota-pontianak,2020-10-07,31500
Bawang Merah,kota-pontianak,2020-12-07,43250
Bawang Merah,kota-pontianak,2020-01-08,39500
Bawang Merah,kota-pontianak,2020-04-08,48400
Bawang Merah,kota-pontianak,2020-05-08,53650
Bawang Merah,kota-pontianak,2020-06-08,56250
Bawang Merah,kota-pontianak,2020-07-08,44500
Bawang Merah,kota-pontianak,2020-09-08,32000
Bawang Merah,kota-pontianak,2020-10-08,32150
Bawang Merah,kota-pontianak,2020-12-08,43250
Bawang Merah,kota-pontianak,2020-01-09,39400
Bawang Merah,kota-pontianak,2020-03-09,35150
Bawang Merah,kota-pontianak,2020-04-09,48750
Bawang Merah,kota-pontianak,2020-06-09,56250
Bawang Merah,kota-pontianak,2020-07-09,43000
Bawang Merah,kota-pontianak,2020-09-09,32000
Bawang Merah,kota-pontianak,2020-10-09,32150
Bawang Merah,kota-pontianak,2020-11-09,41750
Bawang Merah,kota-pontianak,2020-12-09,41750
Bawang Merah,kota-pontianak,2020-01-10,39400
Bawang Merah,kota-pontianak,2020-02-10,37150
Bawang Merah,kota-pontianak,2020-03-10,34750
Bawang Merah,kota-pontianak,2020-04-10,34750
Bawang Merah,kota-pontianak,2020-06-10,56250
Bawang Merah,kota-pontianak,2020-07-10,40900
Bawang Merah,kota-pontianak,2020-08-10,32000
Bawang Merah,kota-pontianak,2020-09-10,32000
Bawang Merah,kota-pontianak,2020-11-10,44500
Bawang Merah,kota-pontianak,2020-12-10,42750
Bawang Merah,kota-pontianak,2020-02-11,37650
Bawang Merah,kota-pontianak,2020-03-11,34750
Bawang Merah,kota-pontianak,2020-05-11,54500
Bawang Merah,kota-pontianak,2020-06-11,56250
Bawang Merah,kota-pontianak,2020-08-11,32000
Bawang Merah,kota-pontianak,2020-09-11,32000
Bawang Merah,kota-pontianak,2020-11-11,46150
Bawang Merah,kota-pontianak,2020-12-11,42150
Bawang Merah,kota-pontianak,2020-02-12,38250
Bawang Merah,kota-pontianak,2020-03-12,34750
Bawang Merah,kota-pontianak,2020-05-12,55400
Bawang Merah,kota-pontianak,2020-06-12,56250
Bawang Merah,kota-pontianak,2020-08-12,32000
Bawang Merah,kota-pontianak,2020-10-12,35750
Bawang Merah,kota-pontianak,2020-11-12,47750
Bawang Merah,kota-pontianak,2020-01-13,39400
Bawang Merah,kota-pontianak,2020-02-13,37150
Bawang Merah,kota-pontianak,2020-03-13,34150
Bawang Merah,kota-pontianak,2020-04-13,52750
Bawang Merah,kota-pontianak,2020-05-13,55400
Bawang Merah,kota-pontianak,2020-07-13,40150
Bawang Merah,kota-pontianak,2020-08-13,32000
Bawang Merah,kota-pontianak,2020-10-13,35750
Bawang Merah,kota-pontianak,2020-11-13,47400
Bawang Merah,kota-pontianak,2020-01-14,39400
Bawang Merah,kota-pontianak,2020-02-14,37150
Bawang Merah,kota-pontianak,2020-04-14,52750
Bawang Merah,kota-pontianak,2020-05-14,55000
Bawang Merah,kota-pontianak,2020-07-14,38750
Bawang Merah,kota-pontianak,2020-08-14,32250
Bawang Merah,kota-pontianak,2020-09-14,32000
Bawang Merah,kota-pontianak,2020-10-14,35750
Bawang Merah,kota-pontianak,2020-12-14,41250
Bawang Merah,kota-pontianak,2020-01-15,39400
Bawang Merah,kota-pontianak,2020-04-15,51900
Bawang Merah,kota-pontianak,2020-05-15,57750
Bawang Merah,kota-pontianak,2020-06-15,53900
Bawang Merah,kota-pontianak,2020-07-15,38750
Bawang Merah,kota-pontianak,2020-09-15,32000
Bawang Merah,kota-pontianak,2020-10-15,35750
Bawang Merah,kota-pontianak,2020-12-15,41250
Bawang Merah,kota-pontianak,2020-01-16,39400
Bawang Merah,kota-pontianak,2020-03-16,33750
Bawang Merah,kota-pontianak,2020-04-16,50000
Bawang Merah,kota-pontianak,2020-06-16,53900
Bawang Merah,kota-pontianak,2020-07-16,37900
Bawang Merah,kota-pontianak,2020-09-16,31500
Bawang Merah,kota-pontianak,2020-10-16,36400
Bawang Merah,kota-pontianak,2020-11-16,48900
Bawang Merah,kota-pontianak,2020-12-16,41000
Bawang Merah,kota-pontianak,2020-01-17,39400
Bawang Merah,kota-pontianak,2020-02-17,37150
Bawang Merah,kota-pontianak,2020-03-17,33500
Bawang Merah,kota-pontianak,2020-04-17,50000
Bawang Merah,kota-pontianak,2020-06-17,53900
Bawang Merah,kota-pontianak,2020-07-17,37900
Bawang Merah,kota-pontianak,2020-08-17,37900
Bawang Merah,kota-pontianak,2020-09-17,31500
Bawang Merah,kota-pontianak,2020-11-17,49500
Bawang Merah,kota-pontianak,2020-12-17,40650
Bawang Merah,kota-pontianak,2020-02-18,37150
Bawang Merah,kota-pontianak,2020-03-18,33500
Bawang Merah,kota-pontianak,2020-05-18,61400
Bawang Merah,kota-pontianak,2020-06-18,52750
Bawang Merah,kota-pontianak,2020-08-18,33500
Bawang Merah,kota-pontianak,2020-09-18,31250
Bawang Merah,kota-pontianak,2020-11-18,49750
Bawang Merah,kota-pontianak,2020-12-18,40650
Bawang Merah,kota-pontianak,2020-02-19,35900
Bawang Merah,kota-pontianak,2020-03-19,33500
Bawang Merah,kota-pontianak,2020-05-19,61400
Bawang Merah,kota-pontianak,2020-06-19,51750
Bawang Merah,kota-pontianak,2020-08-19,34000
Bawang Merah,kota-pontianak,2020-10-19,36250
Bawang Merah,kota-pontianak,2020-11-19,49750
Bawang Merah,kota-pontianak,2020-01-20,39400
Bawang Merah,kota-pontianak,2020-02-20,35900
Bawang Merah,kota-pontianak,2020-03-20,33500
Bawang Merah,kota-pontianak,2020-04-20,50400
Bawang Merah,kota-pontianak,2020-05-20,60150
Bawang Merah,kota-pontianak,2020-07-20,36000
Bawang Merah,kota-pontianak,2020-08-20,36000
Bawang Merah,kota-pontianak,2020-10-20,36250
Bawang Merah,kota-pontianak,2020-11-20,49750
Bawang Merah,kota-pontianak,2020-01-21,38900
Bawang Merah,kota-pontianak,2020-02-21,35650
Bawang Merah,kota-pontianak,2020-04-21,50400
Bawang Merah,kota-pontianak,2020-05-21,50400
Bawang Merah,kota-pontianak,2020-07-21,35750
Bawang Merah,kota-pontianak,2020-08-21,35750
Bawang Merah,kota-pontianak,2020-09-21,31500
Bawang Merah,kota-pontianak,2020-10-21,36250
Bawang Merah,kota-pontianak,2020-12-21,39650
Bawang Merah,kota-pontianak,2020-01-22,38900
Bawang Merah,kota-pontianak,2020-04-22,49500
Bawang Merah,kota-pontianak,2020-05-22,49500
Bawang Merah,kota-pontianak,2020-06-22,49900
Bawang Merah,kota-pontianak,2020-07-22,35750
